Store code,the date,Number of sales,Unit cost,Selling price,Store code
1456867,23/10/2015,  1    ,  78    ,  76    ,
1460642,23/10/2015,  1    ,  58    ,  83    ,
1460649,23/10/2015,  1    ,  45    ,  49    ,
1460654,23/10/2015,  1    ,  131    ,  165    ,
1463048,23/10/2015,  2    ,  101    ,  109    ,
1463471,23/10/2015,  1    ,  45    ,  49    ,
1463473,23/10/2015,  2    ,  77    ,  78    ,
1478073,23/10/2015,  2    ,  59    ,  73    ,
1499609,23/10/2015,  1    ,  54    ,  69    ,
101462,24/10/2015,  3    ,  90    ,  114    ,
105426,24/10/2015,  1    ,  78    ,  75    ,
111687,24/10/2015,  2    ,  89    ,  96    ,
1125040,24/10/2015,  1    ,  73    ,  88    ,
1125726,24/10/2015,  2    ,  81    ,  87    ,
1135618,24/10/2015,  1    ,  58    ,  77    ,
1136014,24/10/2015,  2    ,  65    ,  73    ,
1136017,24/10/2015,  3    ,  80    ,  89    ,
1136019,24/10/2015,  3    ,  63    ,  74    ,
1136020,24/10/2015,  1    ,  49    ,  66    ,
1139627,24/10/2015,  1    ,  86    ,  97    ,
1140597,24/10/2015,  2    ,  81    ,  87    ,
1141563,24/10/2015,  1    ,  87    ,  101    ,
1143767,24/10/2015,  1    ,  76    ,  78    ,
1144860,24/10/2015,  1    ,  76    ,  78    ,
1145000,24/10/2015,  2    ,  76    ,  78    ,
1145004,24/10/2015,  1    ,  58    ,  81    ,
1145005,24/10/2015,  1    ,  54    ,  68    ,
1145347,24/10/2015,  1    ,  58    ,  77    ,
1145538,24/10/2015,  1    ,  87    ,  101    ,
1145678,24/10/2015,  3    ,  84    ,  90    ,
1147019,24/10/2015,  1    ,  45    ,  48    ,
1147528,24/10/2015,  1    ,  78    ,  75    ,
1147541,24/10/2015,  2    ,  65    ,  73    ,
1147554,24/10/2015,  1    ,  78    ,  75    ,
1149642,24/10/2015,  1    ,  115    ,  114    ,
1149711,24/10/2015,  1    ,  49    ,  66    ,
1151743,24/10/2015,  2    ,  65    ,  73    ,
1151862,24/10/2015,  1    ,  101    ,  114    ,
1152049,24/10/2015,  1    ,  76    ,  78    ,
1152052,24/10/2015,  2    ,  77    ,  76    ,
1153456,24/10/2015,  2    ,  49    ,  65    ,
1153460,24/10/2015,  1    ,  131    ,  163    ,
1153473,24/10/2015,  2    ,  67    ,  81    ,
1153511,24/10/2015,  1    ,  87    ,  101    ,
1153515,24/10/2015,  1    ,  76    ,  78    ,
1153519,24/10/2015,  1    ,  58    ,  81    ,
1153520,24/10/2015,  1    ,  87    ,  101    ,
1153521,24/10/2015,  2    ,  89    ,  96    ,
1153524,24/10/2015,  1    ,  76    ,  78    ,
1153526,24/10/2015,  2    ,  82    ,  90    ,
1153527,24/10/2015,  1    ,  115    ,  114    ,
1156629,24/10/2015,  1    ,  101    ,  114    ,
1166831,24/10/2015,  1    ,  87    ,  101    ,
1170701,24/10/2015,  2    ,  61    ,  77    ,
1171771,24/10/2015,  2    ,  52    ,  58    ,
1178717,24/10/2015,  2    ,  52    ,  58    ,
1179050,24/10/2015,  2    ,  73    ,  89    ,
1181434,24/10/2015,  1    ,  76    ,  78    ,
1186262,24/10/2015,  1    ,  49    ,  48    ,
1216328,24/10/2015,  1    ,  58    ,  77    ,
1221484,24/10/2015,  1    ,  54    ,  68    ,
1226705,24/10/2015,  1    ,  76    ,  78    ,
1231645,24/10/2015,  2    ,  65    ,  80    ,
1241545,24/10/2015,  4    ,  94    ,  106    ,
1267455,24/10/2015,  1    ,  86    ,  97    ,
1269345,24/10/2015,  1    ,  72    ,  83    ,
1275785,24/10/2015,  1    ,  70    ,  87    ,
1276755,24/10/2015,  2    ,  70    ,  85    ,
1276765,24/10/2015,  1    ,  76    ,  78    ,
1294422,24/10/2015,  2    ,  68    ,  81    ,
1294511,24/10/2015,  1    ,  115    ,  114    ,
1295811,24/10/2015,  2    ,  77    ,  76    ,
1305313,24/10/2015,  1    ,  58    ,  81    ,
1310523,24/10/2015,  3    ,  77    ,  87    ,
1316043,24/10/2015,  2    ,  84    ,  97    ,
1319593,24/10/2015,  2    ,  94    ,  108    ,
1333626,24/10/2015,  3    ,  66    ,  67    ,
1343936,24/10/2015,  1    ,  58    ,  77    ,
1345915,24/10/2015,  1    ,  55    ,  77    ,
1348033,24/10/2015,  1    ,  55    ,  73    ,
1348733,24/10/2015,  1    ,  88    ,  106    ,
1363619,24/10/2015,  1    ,  73    ,  88    ,
1370669,24/10/2015,  1    ,  69    ,  106    ,
1372999,24/10/2015,  1    ,  58    ,  81    ,
1398161,24/10/2015,  1    ,  76    ,  78    ,
1403429,24/10/2015,  2    ,  66    ,  77    ,
1411640,24/10/2015,  3    ,  93    ,  116    ,
1429125,24/10/2015,  2    ,  54    ,  71    ,
1431318,24/10/2015,  1    ,  58    ,  77    ,
1444116,24/10/2015,  1    ,  58    ,  77    ,
1455486,24/10/2015,  1    ,  54    ,  68    ,
1456867,24/10/2015,  1    ,  45    ,  48    ,
1458711,24/10/2015,  1    ,  76    ,  78    ,
1460649,24/10/2015,  1    ,  58    ,  81    ,
1460654,24/10/2015,  3    ,  70    ,  78    ,
1463473,24/10/2015,  2    ,  73    ,  92    ,
1479073,24/10/2015,  1    ,  115    ,  114    ,
1484789,24/10/2015,  1    ,  86    ,  97    ,
101462,25/10/2015,  6    ,  96    ,  103    ,
105122,25/10/2015,- 1    ,  131    ,  163    ,
105426,25/10/2015,  2    ,  89    ,  96    ,
1125040,25/10/2015,  1    ,  70    ,  87    ,
1125726,25/10/2015,  2    ,  76    ,  78    ,
1135618,25/10/2015,  1    ,  76    ,  78    ,
1136017,25/10/2015,  4    ,  90    ,  103    ,
1136019,25/10/2015,  2    ,  82    ,  95    ,
1138567,25/10/2015,  1    ,  76    ,  78    ,
1141327,25/10/2015,  1    ,  45    ,  48    ,
1141565,25/10/2015,  2    ,  74    ,  89    ,
1143405,25/10/2015,  1    ,  76    ,  78    ,
1144860,25/10/2015,  1    ,  115    ,  114    ,
1145004,25/10/2015,  1    ,  63    ,  75    ,
1145005,25/10/2015,  1    ,  55    ,  77    ,
1145346,25/10/2015,  1    ,  72    ,  83    ,
1145540,25/10/2015,  1    ,  94    ,  110    ,
1145678,25/10/2015,  3    ,  118    ,  146    ,
1147019,25/10/2015,  1    ,  131    ,  163    ,
1147091,25/10/2015,  2    ,  61    ,  77    ,
1147541,25/10/2015,  2    ,  51    ,  69    ,
1147554,25/10/2015,  1    ,  76    ,  78    ,
1149710,25/10/2015,  1    ,  76    ,  78    ,
1149714,25/10/2015,  2    ,  53    ,  74    ,
1149718,25/10/2015,  2    ,  101    ,  106    ,
1151738,25/10/2015,  1    ,  58    ,  81    ,
1151862,25/10/2015,  1    ,  115    ,  114    ,
1153456,25/10/2015,  1    ,  76    ,  78    ,
1153460,25/10/2015,  1    ,  54    ,  68    ,
1153463,25/10/2015,  1    ,  72    ,  83    ,
1153471,25/10/2015,  2    ,  59    ,  70    ,
1153473,25/10/2015,  2    ,  80    ,  81    ,
1153519,25/10/2015,  2    ,  111    ,  131    ,
1153520,25/10/2015,  1    ,  133    ,  183    ,
1153521,25/10/2015,  2    ,  105    ,  119    ,
1153524,25/10/2015,  1    ,  54    ,  68    ,
1158938,25/10/2015,  2    ,  55    ,  75    ,
1159778,25/10/2015,  1    ,  76    ,  78    ,
1160923,25/10/2015,  2    ,  70    ,  75    ,
1166091,25/10/2015,  2    ,  54    ,  62    ,
1170701,25/10/2015,  1    ,  115    ,  114    ,
1180626,25/10/2015,  1    ,  115    ,  114    ,
1181034,25/10/2015,  1    ,  78    ,  75    ,
1181434,25/10/2015,  2    ,  114    ,  127    ,
1202418,25/10/2015,  1    ,  49    ,  66    ,
1204285,25/10/2015,  2    ,  62    ,  87    ,
1221484,25/10/2015,  1    ,  85    ,  123    ,
1226705,25/10/2015,  1    ,  55    ,  77    ,
1241545,25/10/2015,  2    ,  83    ,  102    ,
1269345,25/10/2015,  1    ,  76    ,  78    ,
1271440,25/10/2015,  1    ,  115    ,  114    ,
1275785,25/10/2015,  1    ,  126    ,  132    ,
1276765,25/10/2015,  1    ,  115    ,  114    ,
1294422,25/10/2015,  2    ,  62    ,  72    ,
1294511,25/10/2015,  3    ,  86    ,  103    ,
1294702,25/10/2015,  1    ,  101    ,  114    ,
1316043,25/10/2015,  1    ,  97    ,  118    ,
1319633,25/10/2015,  1    ,  49    ,  48    ,
1333626,25/10/2015,  1    ,  115    ,  114    ,
1343936,25/10/2015,  3    ,  90    ,  88    ,
1345915,25/10/2015,  1    ,  49    ,  66    ,
1348033,25/10/2015,  1    ,  131    ,  163    ,
1348733,25/10/2015,  1    ,  133    ,  183    ,
1370669,25/10/2015,  3    ,  65    ,  74    ,
1380788,25/10/2015,  4    ,  66    ,  76    ,
1398161,25/10/2015,  1    ,  97    ,  118    ,
1403429,25/10/2015,  3    ,  73    ,  85    ,
1423417,25/10/2015,  2    ,  72    ,  87    ,
1429125,25/10/2015,  2    ,  73    ,  91    ,
1431318,25/10/2015,  3    ,  69    ,  74    ,
1457717,25/10/2015,  1    ,  101    ,  114    ,
1460649,25/10/2015,  1    ,  76    ,  78    ,
1463048,25/10/2015,  1    ,  63    ,  75    ,
1463451,25/10/2015,  1    ,  115    ,  114    ,
1478073,25/10/2015,  1    ,  45    ,  48    ,
1484789,25/10/2015,  2    ,  70    ,  83    ,
101462,26/10/2015,  1    ,  45    ,  48    ,
1135618,26/10/2015,  1    ,  72    ,  100    ,
1136014,26/10/2015,  1    ,  44    ,  48    ,
1136017,26/10/2015,  1    ,  58    ,  81    ,
1140597,26/10/2015,  1    ,  76    ,  78    ,
1141327,26/10/2015,  1    ,  45    ,  48    ,
1141563,26/10/2015,  1    ,  58    ,  81    ,
1141565,26/10/2015,  1    ,  86    ,  97    ,
1145299,26/10/2015,  1    ,  44    ,  48    ,
1145540,26/10/2015,  2    ,  89    ,  95    ,
1147091,26/10/2015,  2    ,  58    ,  79    ,
1147105,26/10/2015,  1    ,  63    ,  75    ,
1147199,26/10/2015,  1    ,  76    ,  78    ,
1149639,26/10/2015,  1    ,  115    ,  114    ,
1151862,26/10/2015,  1    ,  78    ,  75    ,
1152049,26/10/2015,  2    ,  61    ,  62    ,
1152051,26/10/2015,  1    ,  49    ,  66    ,
1152052,26/10/2015,  1    ,  58    ,  81    ,
1153460,26/10/2015,  1    ,  87    ,  101    ,
1153474,26/10/2015,  2    ,  82    ,  86    ,
1153519,26/10/2015,  2    ,  101    ,  108    ,
1153520,26/10/2015,  1    ,  54    ,  68    ,
1153524,26/10/2015,  1    ,  44    ,  48    ,
1153525,26/10/2015,  1    ,  78    ,  75    ,
1153527,26/10/2015,  1    ,  131    ,  163    ,
1156629,26/10/2015,  2    ,  50    ,  58    ,
1156658,26/10/2015,  1    ,  45    ,  48    ,
1166091,26/10/2015,  1    ,  49    ,  66    ,
1178717,26/10/2015,  2    ,  65    ,  73    ,
1180626,26/10/2015,  1    ,  101    ,  114    ,
1181434,26/10/2015,  1    ,  115    ,  114    ,
1186262,26/10/2015,  1    ,  115    ,  109    ,
1196175,26/10/2015,  1    ,  76    ,  78    ,
1196189,26/10/2015,  2    ,  88    ,  96    ,
1231645,26/10/2015,  1    ,  49    ,  66    ,
1234443,26/10/2015,  1    ,  49    ,  48    ,
1241545,26/10/2015,  1    ,  54    ,  68    ,
1267455,26/10/2015,  1    ,  76    ,  78    ,
1271440,26/10/2015,  1    ,  44    ,  48    ,
1275785,26/10/2015,  1    ,  58    ,  77    ,
1279631,26/10/2015,  2    ,  67    ,  78    ,
1295811,26/10/2015,  1    ,  97    ,  118    ,
1310523,26/10/2015,  1    ,  63    ,  75    ,
1319633,26/10/2015,  1    ,  78    ,  75    ,
1333626,26/10/2015,  2    ,  73    ,  89    ,
1356241,26/10/2015,  1    ,  58    ,  77    ,
1370669,26/10/2015,  2    ,  97    ,  128    ,
1398161,26/10/2015,  2    ,  68    ,  73    ,
1403429,26/10/2015,  1    ,  115    ,  114    ,
1434555,26/10/2015,  1    ,  88    ,  106    ,
1457717,26/10/2015,  2    ,  75    ,  79    ,
1460654,26/10/2015,  1    ,  63    ,  71    ,
101462,27/10/2015,  1    ,  115    ,  112    ,
1125039,27/10/2015,  1    ,  76    ,  77    ,
1136014,27/10/2015,  1    ,  115    ,  112    ,
1136017,27/10/2015,  1    ,  168    ,  208    ,
1136019,27/10/2015,  1    ,  86    ,  95    ,
1136020,27/10/2015,  1    ,  76    ,  77    ,
1139627,27/10/2015,  2    ,  96    ,  95    ,
1143363,27/10/2015,  1    ,  97    ,  116    ,
1143403,27/10/2015,  1    ,  87    ,  99    ,
1145004,27/10/2015,  2    ,  65    ,  74    ,
1145538,27/10/2015,  1    ,  76    ,  77    ,
1145540,27/10/2015,  1    ,  76    ,  77    ,
1147019,27/10/2015,  2    ,  82    ,  89    ,
1147091,27/10/2015,  1    ,  44    ,  48    ,
1147554,27/10/2015,  1    ,  72    ,  104    ,
1149642,27/10/2015,  2    ,  81    ,  86    ,
1149710,27/10/2015,  1    ,  72    ,  81    ,
1151738,27/10/2015,  2    ,  75    ,  77    ,
1151743,27/10/2015,  1    ,  58    ,  80    ,
1152051,27/10/2015,  2    ,  65    ,  83    ,
1153461,27/10/2015,  2    ,  68    ,  78    ,
1153470,27/10/2015,  1    ,  69    ,  104    ,
1153471,27/10/2015,  2    ,  56    ,  74    ,
1153515,27/10/2015,  1    ,  115    ,  112    ,
1153518,27/10/2015,  1    ,  76    ,  77    ,
1153520,27/10/2015,  2    ,  59    ,  69    ,
1153521,27/10/2015,  1    ,  58    ,  80    ,
1153524,27/10/2015,  1    ,  87    ,  99    ,
1153525,27/10/2015,  1    ,  87    ,  99    ,
1153527,27/10/2015,  1    ,  58    ,  80    ,
1158938,27/10/2015,  1    ,  58    ,  76    ,
1159778,27/10/2015,  1    ,  87    ,  95    ,
1160923,27/10/2015,  1    ,  76    ,  77    ,
1170701,27/10/2015,  1    ,  94    ,  108    ,
1172591,27/10/2015,  1    ,  76    ,  77    ,
1174680,27/10/2015,  3    ,  66    ,  76    ,
1176680,27/10/2015,  1    ,  76    ,  77    ,
1178750,27/10/2015,  1    ,  101    ,  112    ,
1196175,27/10/2015,  2    ,  60    ,  62    ,
1196189,27/10/2015,  2    ,  60    ,  73    ,
1202418,27/10/2015,  2    ,  47    ,  48    ,
1216328,27/10/2015,  2    ,  60    ,  62    ,
1221484,27/10/2015,  2    ,  66    ,  80    ,
1225244,27/10/2015,  1    ,  101    ,  112    ,
1226705,27/10/2015,  1    ,  49    ,  48    ,
1234443,27/10/2015,  2    ,  101    ,  106    ,
1241545,27/10/2015,  5    ,  59    ,  72    ,
1245775,27/10/2015,  2    ,  60    ,  62    ,
1275785,27/10/2015,  1    ,  76    ,  77    ,
1294702,27/10/2015,  3    ,  79    ,  83    ,
1295811,27/10/2015,  5    ,  53    ,  61    ,
1310523,27/10/2015,  1    ,  86    ,  95    ,
1316043,27/10/2015,  1    ,  45    ,  48    ,
1319605,27/10/2015,  1    ,  54    ,  71    ,
1319633,27/10/2015,  1    ,  49    ,  48    ,
1340370,27/10/2015,  1    ,  87    ,  99    ,
1348733,27/10/2015,  2    ,  77    ,  75    ,
1363619,27/10/2015,  3    ,  48    ,  53    ,
1370669,27/10/2015,  2    ,  69    ,  73    ,
1380788,27/10/2015,  2    ,  60    ,  62    ,
1398161,27/10/2015,  1    ,  115    ,  112    ,
1403429,27/10/2015,  3    ,  83    ,  103    ,
1411640,27/10/2015,  1    ,  86    ,  95    ,
1423417,27/10/2015,  1    ,  72    ,  81    ,
1429125,27/10/2015,  1    ,  76    ,  77    ,
1431318,27/10/2015,  1    ,  87    ,  99    ,
1444116,27/10/2015,  1    ,  88    ,  104    ,
1456867,27/10/2015,  2    ,  82    ,  88    ,
1457717,27/10/2015,  2    ,  73    ,  90    ,
1460649,27/10/2015,  3    ,  60    ,  67    ,
1463048,27/10/2015,  1    ,  78    ,  74    ,
1463471,27/10/2015,  1    ,  58    ,  80    ,
1463473,27/10/2015,  1    ,  144    ,  151    ,
1499609,27/10/2015,  1    ,  44    ,  48    ,
101462,28/10/2015,  2    ,  89    ,  93    ,
105122,28/10/2015,  1    ,  76    ,  77    ,
105426,28/10/2015,  1    ,  86    ,  96    ,
1125039,28/10/2015,  2    ,  78    ,  101    ,
1136020,28/10/2015,  1    ,  44    ,  48    ,
1138567,28/10/2015,  1    ,  49    ,  65    ,
1141564,28/10/2015,  1    ,  58    ,  80    ,
1143361,28/10/2015,  1    ,  76    ,  74    ,
1143363,28/10/2015,  1    ,  86    ,  96    ,
1143366,28/10/2015,  1    ,  54    ,  72    ,
1144844,28/10/2015,  1    ,  76    ,  77    ,
1145347,28/10/2015,  1    ,  76    ,  77    ,
1145678,28/10/2015,  2    ,  69    ,  76    ,
1147019,28/10/2015,  1    ,  76    ,  77    ,
1147199,28/10/2015,  1    ,  87    ,  92    ,
1147541,28/10/2015,  1    ,  76    ,  77    ,
1149714,28/10/2015,  1    ,  76    ,  77    ,
1149718,28/10/2015,  2    ,  44    ,  48    ,
1151743,28/10/2015,  1    ,  131    ,  161    ,
1151862,28/10/2015,  4    ,  71    ,  78    ,
1152052,28/10/2015,  2    ,  65    ,  74    ,
1152210,28/10/2015,  1    ,  44    ,  48    ,
1153456,28/10/2015,  1    ,  63    ,  72    ,
1153460,28/10/2015,  1    ,  76    ,  77    ,
1153474,28/10/2015,  1    ,  45    ,  48    ,
1153518,28/10/2015,  1    ,  54    ,  72    ,
1153519,28/10/2015,  1    ,  110    ,  130    ,
1153525,28/10/2015,  1    ,  54    ,  67    ,
1153527,28/10/2015,  1    ,  69    ,  99    ,
1159778,28/10/2015,  1    ,  76    ,  77    ,
1168831,28/10/2015,  1    ,  58    ,  76    ,
1178750,28/10/2015,  1    ,  76    ,  77    ,
1181034,28/10/2015,  1    ,  262    ,  282    ,
1181434,28/10/2015,  1    ,  87    ,  100    ,
1196189,28/10/2015,  1    ,  76    ,  77    ,
1216328,28/10/2015,  2    ,  67    ,  80    ,
1225745,28/10/2015,  1    ,  101    ,  113    ,
1241545,28/10/2015,  1    ,  86    ,  96    ,
1276755,28/10/2015,  1    ,  101    ,  113    ,
1294422,28/10/2015,  1    ,  76    ,  77    ,
1294511,28/10/2015,  1    ,  76    ,  77    ,
1310523,28/10/2015,  1    ,  159    ,  198    ,
1340370,28/10/2015,  2    ,  51    ,  62    ,
1343936,28/10/2015,  1    ,  76    ,  77    ,
1345915,28/10/2015,  1    ,  76    ,  77    ,
1348733,28/10/2015,  1    ,  76    ,  77    ,
1380788,28/10/2015,  2    ,  96    ,  95    ,
1423426,28/10/2015,  3    ,  70    ,  78    ,
1429125,28/10/2015,  1    ,  76    ,  77    ,
1431318,28/10/2015,  1    ,  58    ,  80    ,
1444116,28/10/2015,  3    ,  55    ,  58    ,
1457717,28/10/2015,  1    ,  58    ,  76    ,
1458711,28/10/2015,  1    ,  58    ,  76    ,
1460642,28/10/2015,  1    ,  73    ,  87    ,
1460649,28/10/2015,  2    ,  96    ,  95    ,
1460654,28/10/2015,  1    ,  58    ,  80    ,
1463471,28/10/2015,  2    ,  137    ,  156    ,
1479073,28/10/2015,  1    ,  63    ,  74    ,
101462,29/10/2015,  2    ,  71    ,  79    ,
105122,29/10/2015,  1    ,  76    ,  77    ,
1125040,29/10/2015,  1    ,  86    ,  95    ,
1136017,29/10/2015,  3    ,  60    ,  70    ,
1141327,29/10/2015,  1    ,  69    ,  104    ,
1141563,29/10/2015,  1    ,  76    ,  77    ,
1141567,29/10/2015,  1    ,  126    ,  118    ,
1143361,29/10/2015,  1    ,  54    ,  67    ,
1143366,29/10/2015,  1    ,  87    ,  92    ,
1143403,29/10/2015,  3    ,  58    ,  73    ,
1143405,29/10/2015,  2    ,  85    ,  92    ,
1143767,29/10/2015,  1    ,  58    ,  80    ,
1144844,29/10/2015,  3    ,  77    ,  92    ,
1145000,29/10/2015,  1    ,  87    ,  92    ,
1145005,29/10/2015,  2    ,  65    ,  74    ,
1145346,29/10/2015,  1    ,  86    ,  95    ,
1145347,29/10/2015,  1    ,  54    ,  67    ,
1145538,29/10/2015,  1    ,  63    ,  71    ,
1147019,29/10/2015,  1    ,  54    ,  67    ,
1149639,29/10/2015,  3    ,  78    ,  84    ,
1149710,29/10/2015,  1    ,  76    ,  77    ,
1149711,29/10/2015,  1    ,  76    ,  77    ,
1151738,29/10/2015,  1    ,  87    ,  92    ,
1151862,29/10/2015,  1    ,  97    ,  117    ,
1152052,29/10/2015,  2    ,  96    ,  92    ,
1152210,29/10/2015,  1    ,  106    ,  91    ,
1153456,29/10/2015,  1    ,  76    ,  77    ,
1153460,29/10/2015,  1    ,  54    ,  71    ,
1153463,29/10/2015,  1    ,  76    ,  77    ,
1153467,29/10/2015,  1    ,  76    ,  77    ,
1153471,29/10/2015,  1    ,  69    ,  104    ,
1153473,29/10/2015,  1    ,  87    ,  92    ,
1153511,29/10/2015,  1    ,  115    ,  108    ,
1153515,29/10/2015,  1    ,  63    ,  73    ,
1153519,29/10/2015,  3    ,  81    ,  86    ,
1153520,29/10/2015,  2    ,  80    ,  87    ,
1153521,29/10/2015,  4    ,  82    ,  85    ,
1153528,29/10/2015,  1    ,  76    ,  77    ,
1156629,29/10/2015,  1    ,  87    ,  92    ,
1156658,29/10/2015,  1    ,  63    ,  71    ,
1158938,29/10/2015,  1    ,  87    ,  92    ,
1160923,29/10/2015,  1    ,  70    ,  79    ,
1166091,29/10/2015,  3    ,  72    ,  80    ,
1166831,29/10/2015,  1    ,  44    ,  47    ,
1168831,29/10/2015,  1    ,  115    ,  108    ,
1170701,29/10/2015,  1    ,  76    ,  77    ,
1172591,29/10/2015,  3    ,  57    ,  69    ,
1176680,29/10/2015,  2    ,  71    ,  81    ,
1178750,29/10/2015,  1    ,  58    ,  76    ,
1179050,29/10/2015,  1    ,  44    ,  47    ,
1180626,29/10/2015,  1    ,  78    ,  73    ,
1181034,29/10/2015,  1    ,  76    ,  77    ,
1181434,29/10/2015,  1    ,  58    ,  80    ,
1186262,29/10/2015,  2    ,  68    ,  75    ,
1204512,29/10/2015,  3    ,  54    ,  62    ,
1216328,29/10/2015,  1    ,  54    ,  67    ,
1225745,29/10/2015,  2    ,  82    ,  90    ,
1232876,29/10/2015,  2    ,  101    ,  99    ,
1234443,29/10/2015,  1    ,  45    ,  48    ,
1267455,29/10/2015,  1    ,  63    ,  71    ,
1269345,29/10/2015,  1    ,  54    ,  71    ,
1275785,29/10/2015,  2    ,  75    ,  81    ,
1279631,29/10/2015,  3    ,  58    ,  68    ,
1294422,29/10/2015,  1    ,  76    ,  77    ,
1294511,29/10/2015,  2    ,  81    ,  86    ,
1295811,29/10/2015,  2    ,  106    ,  109    ,
1310523,29/10/2015,  1    ,  54    ,  67    ,
1316043,29/10/2015,  2    ,  68    ,  78    ,
1319593,29/10/2015,  1    ,  69    ,  104    ,
1319633,29/10/2015,  1    ,  69    ,  104    ,
1333626,29/10/2015,  1    ,  54    ,  71    ,
1340370,29/10/2015,  2    ,  65    ,  74    ,
1343936,29/10/2015,  3    ,  63    ,  76    ,
1348033,29/10/2015,  2    ,  66    ,  73    ,
1356241,29/10/2015,  2    ,  65    ,  74    ,
1370669,29/10/2015,  3    ,  70    ,  78    ,
1380788,29/10/2015,  3    ,  97    ,  121    ,
1398161,29/10/2015,  1    ,  45    ,  47    ,
1403429,29/10/2015,  3    ,  72    ,  81    ,
1444116,29/10/2015,  2    ,  73    ,  78    ,
1456696,29/10/2015,  1    ,  54    ,  67    ,
1463048,29/10/2015,  1    ,  76    ,  77    ,
1463451,29/10/2015,  2    ,  77    ,  75    ,
1466196,29/10/2015,  1    ,  55    ,  64    ,
1479073,29/10/2015,  1    ,  86    ,  95    ,
1484789,29/10/2015,  3    ,  74    ,  82    ,
1499726,29/10/2015,  1    ,  101    ,  112    ,
101462,30/10/2015,  3    ,  64    ,  88    ,
105122,30/10/2015,  1    ,  63    ,  71    ,
111687,30/10/2015,  1    ,  76    ,  77    ,
1125039,30/10/2015,  1    ,  115    ,  108    ,
1125040,30/10/2015,  1    ,  58    ,  80    ,
1125726,30/10/2015,  5    ,  68    ,  79    ,
1136017,30/10/2015,  1    ,  86    ,  95    ,
1140597,30/10/2015,  1    ,  76    ,  77    ,
1141327,30/10/2015,  1    ,  49    ,  65    ,
1141563,30/10/2015,  1    ,  58    ,  75    ,
1143361,30/10/2015,  1    ,  101    ,  112    ,
1143403,30/10/2015,  1    ,  45    ,  47    ,
1144860,30/10/2015,  2    ,  82    ,  84    ,
1145000,30/10/2015,  1    ,  63    ,  71    ,
1145005,30/10/2015,  1    ,  70    ,  79    ,
1145299,30/10/2015,  2    ,  60    ,  62    ,
1145540,30/10/2015,  4    ,  61    ,  72    ,
1145678,30/10/2015,  3    ,  44    ,  47    ,
1147019,30/10/2015,  1    ,  49    ,  65    ,
1147091,30/10/2015,  1    ,  54    ,  71    ,
1147105,30/10/2015,  2    ,  103    ,  111    ,
1147199,30/10/2015,  2    ,  65    ,  71    ,
1147528,30/10/2015,  2    ,  49    ,  59    ,
1147541,30/10/2015,  2    ,  65    ,  69    ,
1149642,30/10/2015,  1    ,  110    ,  128    ,
1149711,30/10/2015,  1    ,  45    ,  47    ,
1149718,30/10/2015,  1    ,  78    ,  73    ,
1151862,30/10/2015,  1    ,  87    ,  91    ,
1152049,30/10/2015,  1    ,  76    ,  77    ,
1152210,30/10/2015,  1    ,  86    ,  95    ,
1153461,30/10/2015,  1    ,  76    ,  77    ,
1153463,30/10/2015,  2    ,  72    ,  85    ,
1153467,30/10/2015,  1    ,  87    ,  91    ,
1153470,30/10/2015,  1    ,  76    ,  77    ,
1153511,30/10/2015,  1    ,  63    ,  71    ,
1153519,30/10/2015,  2    ,  54    ,  69    ,
1153520,30/10/2015,  2    ,  65    ,  74    ,
1153521,30/10/2015,  2    ,  66    ,  72    ,
1153524,30/10/2015,  2    ,  44    ,  47    ,
1153526,30/10/2015,  1    ,  115    ,  108    ,
1153527,30/10/2015,  1    ,  76    ,  77    ,
1156629,30/10/2015,  1    ,  97    ,  116    ,
1156658,30/10/2015,  1    ,  58    ,  80    ,
1159778,30/10/2015,  1    ,  76    ,  77    ,
1166831,30/10/2015,  5    ,  71    ,  77    ,
1170701,30/10/2015,  1    ,  126    ,  117    ,
1172591,30/10/2015,  1    ,  73    ,  86    ,
1173031,30/10/2015,  1    ,  115    ,  108    ,
1178717,30/10/2015,  2    ,  73    ,  86    ,
1178750,30/10/2015,  2    ,  65    ,  69    ,
1179050,30/10/2015,  2    ,  86    ,  94    ,
1180626,30/10/2015,  3    ,  54    ,  62    ,
1181034,30/10/2015,  1    ,  58    ,  80    ,
1181434,30/10/2015,  1    ,  54    ,  71    ,
1186262,30/10/2015,  1    ,  72    ,  81    ,
1216328,30/10/2015,  1    ,  63    ,  71    ,
1221484,30/10/2015,  1    ,  76    ,  77    ,
1225745,30/10/2015,  2    ,  86    ,  94    ,
1231645,30/10/2015,  1    ,  101    ,  112    ,
1234443,30/10/2015,  1    ,  54    ,  67    ,
1241545,30/10/2015,  3    ,  97    ,  105    ,
1267455,30/10/2015,  1    ,  72    ,  81    ,
1271440,30/10/2015,  1    ,  76    ,  77    ,
1276755,30/10/2015,  1    ,  115    ,  108    ,
1276765,30/10/2015,  2    ,  82    ,  84    ,
1279631,30/10/2015,  2    ,  83    ,  82    ,
1287824,30/10/2015,  1    ,  43    ,  60    ,
1294511,30/10/2015,  2    ,  71    ,  81    ,
1294702,30/10/2015,  5    ,  92    ,  91    ,
1295811,30/10/2015,  1    ,  44    ,  47    ,
1316043,30/10/2015,  1    ,  76    ,  77    ,
1319593,30/10/2015,  2    ,  74    ,  79    ,
1319605,30/10/2015,  2    ,  65    ,  72    ,
