Store code,the date,Number of sales,Unit cost,Selling price,Store code
1484789,30/04/2015,  1    ,  72    ,  95    ,
101462,01/05/2015,  3    ,  161    ,  182    ,
1135618,01/05/2015,  1    ,  90    ,  110    ,
1136019,01/05/2015,  3    ,  71    ,  104    ,
1138567,01/05/2015,  1    ,  116    ,  119    ,
1139627,01/05/2015,  1    ,  91    ,  95    ,
1141327,01/05/2015,  1    ,  76    ,  85    ,
1141563,01/05/2015,  3    ,  63    ,  86    ,
1141567,01/05/2015,  1    ,  51    ,  57    ,
1143363,01/05/2015,  1    ,  51    ,  57    ,
1143405,01/05/2015,  1    ,  51    ,  57    ,
1143767,01/05/2015,  1    ,  93    ,  95    ,
1145004,01/05/2015,  1    ,  72    ,  95    ,
1145346,01/05/2015,  1    ,  67    ,  67    ,
1145540,01/05/2015,  1    ,  90    ,  110    ,
1145678,01/05/2015,  1    ,  40    ,  52    ,
1151738,01/05/2015,  2    ,  71    ,  102    ,
1151743,01/05/2015,  1    ,  76    ,  85    ,
1152049,01/05/2015,  1    ,  90    ,  110    ,
1153460,01/05/2015,  1    ,  72    ,  95    ,
1153515,01/05/2015,  1    ,  69    ,  109    ,
1153519,01/05/2015,  3    ,  71    ,  82    ,
1153521,01/05/2015,  1    ,  49    ,  81    ,
1172591,01/05/2015,  1    ,  72    ,  95    ,
1174680,01/05/2015,  2    ,  50    ,  73    ,
1180626,01/05/2015,  1    ,  72    ,  95    ,
1196189,01/05/2015,  1    ,  76    ,  113    ,
1202418,01/05/2015,  1    ,  72    ,  95    ,
1204285,01/05/2015,  4    ,  56    ,  80    ,
1231645,01/05/2015,  1    ,  116    ,  119    ,
1245775,01/05/2015,  1    ,  90    ,  110    ,
1275785,01/05/2015,  1    ,  116    ,  119    ,
1276755,01/05/2015,  3    ,  72    ,  92    ,
1276765,01/05/2015,  1    ,  51    ,  57    ,
1279611,01/05/2015,  1    ,  116    ,  119    ,
1287824,01/05/2015,  3    ,  88    ,  100    ,
1294422,01/05/2015,  1    ,  76    ,  85    ,
1295811,01/05/2015,  1    ,  56    ,  86    ,
1310523,01/05/2015,  2    ,  105    ,  121    ,
1370669,01/05/2015,  1    ,  72    ,  95    ,
1429125,01/05/2015,  1    ,  55    ,  94    ,
1434555,01/05/2015,  1    ,  90    ,  110    ,
1444116,01/05/2015,  1    ,  79    ,  128    ,
1460642,01/05/2015,  1    ,  116    ,  119    ,
1460649,01/05/2015,  1    ,  72    ,  95    ,
1463452,01/05/2015,  2    ,  62    ,  76    ,
1463473,01/05/2015,  2    ,  54    ,  76    ,
101462,02/05/2015,  2    ,  88    ,  107    ,
1125039,02/05/2015,  1    ,  85    ,  105    ,
1136017,02/05/2015,  1    ,  55    ,  75    ,
1136020,02/05/2015,  1    ,  51    ,  57    ,
1140597,02/05/2015,  1    ,  91    ,  95    ,
1141564,02/05/2015,  2    ,  66    ,  89    ,
1145005,02/05/2015,  1    ,  40    ,  52    ,
1145538,02/05/2015,  1    ,  40    ,  52    ,
1145540,02/05/2015,  2    ,  96    ,  114    ,
1145678,02/05/2015,  2    ,  58    ,  68    ,
1147019,02/05/2015,  2    ,  90    ,  114    ,
1147528,02/05/2015,  2    ,  63    ,  102    ,
1149710,02/05/2015,  1    ,  90    ,  110    ,
1151738,02/05/2015,  1    ,  91    ,  95    ,
1151743,02/05/2015,  1    ,  91    ,  95    ,
1151862,02/05/2015,  2    ,  78    ,  87    ,
1152051,02/05/2015,  1    ,  69    ,  109    ,
1152052,02/05/2015,  1    ,  76    ,  85    ,
1153456,02/05/2015,  1    ,  76    ,  85    ,
1153461,02/05/2015,  1    ,  40    ,  52    ,
1153470,02/05/2015,  1    ,  64    ,  80    ,
1153473,02/05/2015,  1    ,  49    ,  81    ,
1153528,02/05/2015,  2    ,  81    ,  102    ,
1153531,02/05/2015,  1    ,  76    ,  85    ,
1159778,02/05/2015,  1    ,  55    ,  94    ,
1163232,02/05/2015,  1    ,  85    ,  105    ,
1173031,02/05/2015,  1    ,  72    ,  95    ,
1180626,02/05/2015,  1    ,  76    ,  85    ,
1216328,02/05/2015,  1    ,  85    ,  105    ,
1225244,02/05/2015,  1    ,  72    ,  95    ,
1225745,02/05/2015,  1    ,  60    ,  76    ,
1226705,02/05/2015,  1    ,  54    ,  68    ,
1241545,02/05/2015,  1    ,  64    ,  80    ,
1269345,02/05/2015,  1    ,  51    ,  57    ,
1279611,02/05/2015,  1    ,  76    ,  85    ,
1294422,02/05/2015,  1    ,  64    ,  76    ,
1294702,02/05/2015,  2    ,  53    ,  76    ,
1295811,02/05/2015,  1    ,  116    ,  119    ,
1319605,02/05/2015,  1    ,  90    ,  110    ,
1348733,02/05/2015,  1    ,  49    ,  81    ,
1356241,02/05/2015,  1    ,  124    ,  126    ,
1380788,02/05/2015,  1    ,  56    ,  86    ,
1398161,02/05/2015,  2    ,  102    ,  142    ,
1411640,02/05/2015,  2    ,  66    ,  89    ,
1423417,02/05/2015,  1    ,  46    ,  57    ,
1431318,02/05/2015,  2    ,  48    ,  73    ,
1434555,02/05/2015,  1    ,  91    ,  95    ,
1455486,02/05/2015,  1    ,  64    ,  80    ,
1458711,02/05/2015,  1    ,  56    ,  69    ,
1460649,02/05/2015,  2    ,  58    ,  68    ,
1463048,02/05/2015,  2    ,  92    ,  109    ,
1463452,02/05/2015,  1    ,  64    ,  76    ,
1479073,02/05/2015,  1    ,  72    ,  95    ,
101462,03/05/2015,- 1    ,  90    ,  110    ,
105122,03/05/2015,  2    ,  66    ,  78    ,
1125039,03/05/2015,  1    ,  72    ,  95    ,
1135618,03/05/2015,  1    ,  72    ,  95    ,
1136019,03/05/2015,  1    ,  76    ,  85    ,
1139627,03/05/2015,  1    ,  91    ,  76    ,
1140597,03/05/2015,  1    ,  55    ,  94    ,
1141563,03/05/2015,  1    ,  76    ,  85    ,
1141564,03/05/2015,  1    ,  67    ,  95    ,
1143403,03/05/2015,  1    ,  60    ,  76    ,
1144844,03/05/2015,  1    ,  56    ,  71    ,
1145005,03/05/2015,  1    ,  60    ,  76    ,
1145346,03/05/2015,  1    ,  72    ,  95    ,
1145347,03/05/2015,  1    ,  56    ,  71    ,
1147019,03/05/2015,  2    ,  96    ,  102    ,
1147091,03/05/2015,  1    ,  46    ,  40    ,
1147105,03/05/2015,  1    ,  93    ,  76    ,
1147199,03/05/2015,  1    ,  46    ,  57    ,
1147554,03/05/2015,  1    ,  91    ,  95    ,
1149639,03/05/2015,  1    ,  56    ,  86    ,
1151738,03/05/2015,  1    ,  54    ,  65    ,
1151743,03/05/2015,  1    ,  72    ,  95    ,
1153461,03/05/2015,  1    ,  91    ,  95    ,
1153467,03/05/2015,  3    ,  92    ,  108    ,
1153519,03/05/2015,- 1    ,  110    ,  180    ,
1153520,03/05/2015,  1    ,  40    ,  52    ,
1153524,03/05/2015,  1    ,  56    ,  71    ,
1156658,03/05/2015,  1    ,  76    ,  85    ,
1166091,03/05/2015,  1    ,  90    ,  110    ,
1168831,03/05/2015,  1    ,  49    ,  81    ,
1170701,03/05/2015,  1    ,  56    ,  71    ,
1176680,03/05/2015,  1    ,  193    ,  152    ,
1178717,03/05/2015,- 1    ,  40    ,  52    ,
1181434,03/05/2015,  1    ,  91    ,  95    ,
1204285,03/05/2015,  1    ,  64    ,  76    ,
1221484,03/05/2015,  1    ,  79    ,  111    ,
1225745,03/05/2015,  1    ,  91    ,  95    ,
1241545,03/05/2015,  1    ,  91    ,  95    ,
1245775,03/05/2015,  1    ,  67    ,  95    ,
1269345,03/05/2015,  1    ,  51    ,  57    ,
1276755,03/05/2015,  1    ,  55    ,  94    ,
1276765,03/05/2015,  2    ,  64    ,  71    ,
1294422,03/05/2015,  1    ,  91    ,  95    ,
1294432,03/05/2015,  1    ,  116    ,  119    ,
1294702,03/05/2015,  2    ,  82    ,  102    ,
1295811,03/05/2015,  1    ,  76    ,  85    ,
1310523,03/05/2015,  2    ,  64    ,  83    ,
1319593,03/05/2015,  1    ,  116    ,  119    ,
1319605,03/05/2015,  1    ,  95    ,  133    ,
1319633,03/05/2015,  1    ,  49    ,  81    ,
1333626,03/05/2015,  1    ,  91    ,  95    ,
1340370,03/05/2015,  2    ,  86    ,  109    ,
1343936,03/05/2015,  1    ,  79    ,  128    ,
1356241,03/05/2015,  1    ,  90    ,  110    ,
1370669,03/05/2015,  1    ,  116    ,  242    ,
1403429,03/05/2015,  2    ,  70    ,  90    ,
1411640,03/05/2015,  1    ,  107    ,  133    ,
1431318,03/05/2015,  2    ,  61    ,  88    ,
1434555,03/05/2015,  1    ,  56    ,  69    ,
1444116,03/05/2015,  1    ,  56    ,  86    ,
1456696,03/05/2015,  1    ,  85    ,  84    ,
1463451,03/05/2015,  1    ,  193    ,  152    ,
1484789,03/05/2015,  2    ,  64    ,  71    ,
101462,04/05/2015,  1    ,  85    ,  105    ,
1136017,04/05/2015,  2    ,  80    ,  109    ,
1136019,04/05/2015,  2    ,  92    ,  92    ,
1141563,04/05/2015,  2    ,  70    ,  83    ,
1141564,04/05/2015,  1    ,  40    ,  52    ,
1141565,04/05/2015,  2    ,  71    ,  95    ,
1141567,04/05/2015,  2    ,  53    ,  76    ,
1143363,04/05/2015,  1    ,  40    ,  52    ,
1143403,04/05/2015,  1    ,  56    ,  86    ,
1144844,04/05/2015,  1    ,  76    ,  85    ,
1145540,04/05/2015,  2    ,  55    ,  81    ,
1149714,04/05/2015,  1    ,  72    ,  95    ,
1149718,04/05/2015,  1    ,  56    ,  86    ,
1152051,04/05/2015,  1    ,  40    ,  55    ,
1152210,04/05/2015,  1    ,  110    ,  180    ,
1153461,04/05/2015,  1    ,  116    ,  119    ,
1153467,04/05/2015,  1    ,  40    ,  52    ,
1153470,04/05/2015,  1    ,  76    ,  85    ,
1153471,04/05/2015,  1    ,  72    ,  100    ,
1153515,04/05/2015,  1    ,  93    ,  76    ,
1153519,04/05/2015,  2    ,  58    ,  74    ,
1153520,04/05/2015,  2    ,  92    ,  96    ,
1153525,04/05/2015,  1    ,  51    ,  57    ,
1159778,04/05/2015,  1    ,  91    ,  95    ,
1170701,04/05/2015,  1    ,  49    ,  81    ,
1172591,04/05/2015,  1    ,  90    ,  110    ,
1176680,04/05/2015,  1    ,  51    ,  57    ,
1178717,04/05/2015,  1    ,  116    ,  119    ,
1179050,04/05/2015,  2    ,  86    ,  96    ,
1181034,04/05/2015,  1    ,  56    ,  71    ,
1181434,04/05/2015,  2    ,  82    ,  109    ,
1196175,04/05/2015,  1    ,  76    ,  85    ,
1221484,04/05/2015,  1    ,  124    ,  144    ,
1226705,04/05/2015,  1    ,  72    ,  100    ,
1241545,04/05/2015,  1    ,  76    ,  85    ,
1276755,04/05/2015,  1    ,  55    ,  94    ,
1287824,04/05/2015,  1    ,  60    ,  76    ,
1310523,04/05/2015,  2    ,  86    ,  107    ,
1319633,04/05/2015,  1    ,  133    ,  157    ,
1343936,04/05/2015,  3    ,  92    ,  113    ,
1348733,04/05/2015,  1    ,  56    ,  71    ,
1370669,04/05/2015,  2    ,  56    ,  83    ,
1380788,04/05/2015,  2    ,  95    ,  154    ,
1398161,04/05/2015,  1    ,  133    ,  157    ,
1411640,04/05/2015,  3    ,  63    ,  70    ,
1429125,04/05/2015,  2    ,  76    ,  85    ,
1434555,04/05/2015,  1    ,  85    ,  105    ,
1444116,04/05/2015,  2    ,  89    ,  98    ,
1460654,04/05/2015,  1    ,  51    ,  57    ,
1463048,04/05/2015,  1    ,  64    ,  76    ,
1463471,04/05/2015,  1    ,  49    ,  81    ,
1463473,04/05/2015,  2    ,  79    ,  100    ,
1484789,04/05/2015,  1    ,  90    ,  110    ,
101462,05/05/2015,  1    ,  133    ,  157    ,
105426,05/05/2015,  2    ,  49    ,  81    ,
1125039,05/05/2015,  1    ,  116    ,  119    ,
1136017,05/05/2015,  1    ,  64    ,  76    ,
1141563,05/05/2015,  1    ,  76    ,  85    ,
1141564,05/05/2015,  2    ,  40    ,  52    ,
1143363,05/05/2015,  1    ,  51    ,  57    ,
1144860,05/05/2015,  1    ,  76    ,  85    ,
1145299,05/05/2015,  2    ,  70    ,  85    ,
1145346,05/05/2015,  2    ,  75    ,  81    ,
1145678,05/05/2015,  2    ,  78    ,  86    ,
1149711,05/05/2015,  1    ,  116    ,  119    ,
1152051,05/05/2015,  1    ,  55    ,  99    ,
1153463,05/05/2015,  1    ,  64    ,  80    ,
1153511,05/05/2015,  1    ,  40    ,  55    ,
1153515,05/05/2015,  1    ,  72    ,  95    ,
1153518,05/05/2015,  1    ,  69    ,  109    ,
1153519,05/05/2015,  2    ,  51    ,  57    ,
1153520,05/05/2015,  1    ,  40    ,  52    ,
1153525,05/05/2015,  2    ,  40    ,  52    ,
1153526,05/05/2015,  1    ,  95    ,  133    ,
1159778,05/05/2015,  1    ,  76    ,  85    ,
1161130,05/05/2015,  1    ,  51    ,  60    ,
1163232,05/05/2015,  1    ,  90    ,  110    ,
1170701,05/05/2015,  1    ,  69    ,  109    ,
1171771,05/05/2015,  1    ,  76    ,  85    ,
1174680,05/05/2015,  1    ,  76    ,  85    ,
1181434,05/05/2015,  1    ,  76    ,  85    ,
1184404,05/05/2015,  1    ,  72    ,  95    ,
1196175,05/05/2015,  1    ,  60    ,  76    ,
1202418,05/05/2015,  1    ,  56    ,  86    ,
1225745,05/05/2015,  1    ,  85    ,  105    ,
1232876,05/05/2015,  1    ,  93    ,  76    ,
1245775,05/05/2015,  1    ,  72    ,  95    ,
1269345,05/05/2015,  2    ,  70    ,  88    ,
1275785,05/05/2015,  1    ,  93    ,  76    ,
1279631,05/05/2015,  1    ,  40    ,  52    ,
1287824,05/05/2015,  1    ,  49    ,  81    ,
1294432,05/05/2015,  1    ,  91    ,  95    ,
1294702,05/05/2015,  1    ,  107    ,  133    ,
1319605,05/05/2015,  1    ,  90    ,  110    ,
1319633,05/05/2015,  2    ,  48    ,  69    ,
1333626,05/05/2015,  1    ,  116    ,  119    ,
1343936,05/05/2015,  1    ,  201    ,  283    ,
1345915,05/05/2015,  2    ,  71    ,  68    ,
1348033,05/05/2015,  1    ,  72    ,  95    ,
1363619,05/05/2015,  2    ,  72    ,  114    ,
1380788,05/05/2015,  3    ,  103    ,  133    ,
1398161,05/05/2015,  1    ,  51    ,  57    ,
1444116,05/05/2015,  1    ,  54    ,  81    ,
1455486,05/05/2015,  1    ,  56    ,  71    ,
1456867,05/05/2015,  1    ,  116    ,  123    ,
1463048,05/05/2015,  1    ,  79    ,  128    ,
1463471,05/05/2015,  1    ,  51    ,  57    ,
1466903,05/05/2015,  1    ,  116    ,  119    ,
1484789,05/05/2015,  1    ,  90    ,  110    ,
1491804,05/05/2015,- 1    ,  55    ,  86    ,
101462,06/05/2015,  2    ,  81    ,  103    ,
105426,06/05/2015,  1    ,  79    ,  128    ,
111687,06/05/2015,  2    ,  55    ,  82    ,
1125039,06/05/2015,  1    ,  91    ,  95    ,
1125726,06/05/2015,  2    ,  112    ,  133    ,
1136017,06/05/2015,  4    ,  101    ,  123    ,
1139627,06/05/2015,  1    ,  76    ,  85    ,
1141563,06/05/2015,  1    ,  49    ,  81    ,
1141567,06/05/2015,  1    ,  76    ,  85    ,
1143366,06/05/2015,  1    ,  51    ,  57    ,
1143405,06/05/2015,  1    ,  40    ,  52    ,
1144844,06/05/2015,  1    ,  49    ,  81    ,
1145299,06/05/2015,  1    ,  72    ,  100    ,
1145347,06/05/2015,  1    ,  76    ,  85    ,
1145538,06/05/2015,  1    ,  40    ,  52    ,
1145540,06/05/2015,  1    ,  90    ,  110    ,
1145678,06/05/2015,  2    ,  76    ,  85    ,
1147091,06/05/2015,  2    ,  58    ,  70    ,
1147105,06/05/2015,  1    ,  49    ,  81    ,
1149718,06/05/2015,  1    ,  76    ,  85    ,
1151862,06/05/2015,  1    ,  76    ,  110    ,
1152049,06/05/2015,  2    ,  76    ,  86    ,
1152052,06/05/2015,  1    ,  56    ,  86    ,
1153456,06/05/2015,  1    ,  93    ,  76    ,
1153461,06/05/2015,  1    ,  51    ,  57    ,
1153467,06/05/2015,  1    ,  79    ,  128    ,
1153521,06/05/2015,  1    ,  76    ,  85    ,
1153528,06/05/2015,  1    ,  55    ,  94    ,
1153534,06/05/2015,  1    ,  79    ,  134    ,
1156658,06/05/2015,  1    ,  76    ,  85    ,
1163232,06/05/2015,  1    ,  56    ,  86    ,
1168831,06/05/2015,  1    ,  55    ,  94    ,
1170701,06/05/2015,  2    ,  63    ,  98    ,
1171771,06/05/2015,  1    ,  69    ,  109    ,
1181034,06/05/2015,  1    ,  40    ,  52    ,
1181434,06/05/2015,  1    ,  72    ,  95    ,
1184404,06/05/2015,  1    ,  40    ,  52    ,
1196175,06/05/2015,  1    ,  76    ,  85    ,
1196189,06/05/2015,  1    ,  67    ,  100    ,
1216328,06/05/2015,  1    ,  91    ,  95    ,
1231645,06/05/2015,  1    ,  116    ,  119    ,
1232876,06/05/2015,  1    ,  91    ,  95    ,
1234443,06/05/2015,  2    ,  71    ,  70    ,
1241545,06/05/2015,  1    ,  72    ,  95    ,
1275785,06/05/2015,  1    ,  76    ,  85    ,
1276755,06/05/2015,  1    ,  88    ,  107    ,
1279611,06/05/2015,  1    ,  56    ,  71    ,
1287824,06/05/2015,  1    ,  56    ,  95    ,
1294432,06/05/2015,  4    ,  49    ,  60    ,
1294702,06/05/2015,  2    ,  71    ,  76    ,
1310523,06/05/2015,  1    ,  91    ,  95    ,
1340370,06/05/2015,  2    ,  78    ,  88    ,
1343936,06/05/2015,  1    ,  116    ,  119    ,
1348033,06/05/2015,  1    ,  95    ,  93    ,
1356241,06/05/2015,  1    ,  64    ,  76    ,
1363619,06/05/2015,  2    ,  78    ,  114    ,
1370669,06/05/2015,  2    ,  74    ,  81    ,
1380788,06/05/2015,  1    ,  56    ,  71    ,
1398161,06/05/2015,  2    ,  58    ,  67    ,
1403429,06/05/2015,  2    ,  146    ,  189    ,
1423417,06/05/2015,  1    ,  76    ,  85    ,
1434555,06/05/2015,  1    ,  72    ,  95    ,
1455486,06/05/2015,  1    ,  51    ,  57    ,
1463048,06/05/2015,  3    ,  83    ,  110    ,
1463471,06/05/2015,  1    ,  110    ,  180    ,
1463473,06/05/2015,  2    ,  91    ,  102    ,
1478073,06/05/2015,  2    ,  84    ,  88    ,
101462,07/05/2015,  2    ,  117    ,  149    ,
105122,07/05/2015,  1    ,  76    ,  85    ,
1125726,07/05/2015,  1    ,  72    ,  90    ,
1139627,07/05/2015,  2    ,  53    ,  73    ,
1141563,07/05/2015,  1    ,  91    ,  95    ,
1141564,07/05/2015,  1    ,  40    ,  54    ,
1141567,07/05/2015,  1    ,  40    ,  54    ,
1143767,07/05/2015,  1    ,  55    ,  94    ,
1144844,07/05/2015,  1    ,  40    ,  54    ,
1145005,07/05/2015,  1    ,  56    ,  81    ,
1145347,07/05/2015,  2    ,  72    ,  93    ,
1145540,07/05/2015,  1    ,  49    ,  81    ,
1145678,07/05/2015,  1    ,  90    ,  110    ,
1147091,07/05/2015,  1    ,  110    ,  109    ,
1147105,07/05/2015,  1    ,  56    ,  65    ,
1147541,07/05/2015,  1    ,  72    ,  90    ,
1149642,07/05/2015,  2    ,  74    ,  83    ,
1151738,07/05/2015,  1    ,  76    ,  86    ,
1151743,07/05/2015,  1    ,  56    ,  81    ,
1151862,07/05/2015,  1    ,  126    ,  171    ,
1152210,07/05/2015,  2    ,  74    ,  88    ,
1153456,07/05/2015,  1    ,  110    ,  109    ,
1153470,07/05/2015,  1    ,  51    ,  71    ,
1153519,07/05/2015,  3    ,  74    ,  87    ,
1153521,07/05/2015,  1    ,  40    ,  54    ,
1153524,07/05/2015,  1    ,  49    ,  81    ,
1153527,07/05/2015,  1    ,  76    ,  86    ,
1153528,07/05/2015,  1    ,  76    ,  86    ,
1158938,07/05/2015,  1    ,  49    ,  81    ,
1166091,07/05/2015,  1    ,  46    ,  47    ,
1181034,07/05/2015,  1    ,  124    ,  108    ,
1225745,07/05/2015,  2    ,  93    ,  133    ,
1241545,07/05/2015,  2    ,  74    ,  88    ,
1269345,07/05/2015,  1    ,  56    ,  65    ,
1271440,07/05/2015,  2    ,  94    ,  119    ,
1275785,07/05/2015,  1    ,  91    ,  95    ,
1287824,07/05/2015,  1    ,  93    ,  99    ,
1294432,07/05/2015,  1    ,  76    ,  86    ,
1294511,07/05/2015,  1    ,  90    ,  110    ,
1294702,07/05/2015,  2    ,  61    ,  86    ,
1295811,07/05/2015,  1    ,  85    ,  100    ,
1348033,07/05/2015,  1    ,  124    ,  108    ,
1348733,07/05/2015,  1    ,  133    ,  157    ,
1370669,07/05/2015,  2    ,  101    ,  117    ,
1380788,07/05/2015,  3    ,  66    ,  91    ,
1398161,07/05/2015,  1    ,  116    ,  119    ,
1403429,07/05/2015,  1    ,  133    ,  157    ,
1411640,07/05/2015,  2    ,  96    ,  102    ,
1429125,07/05/2015,  1    ,  72    ,  90    ,
1431318,07/05/2015,  2    ,  40    ,  53    ,
1460642,07/05/2015,  1    ,  64    ,  95    ,
1463451,07/05/2015,  1    ,  56    ,  81    ,
1463471,07/05/2015,  1    ,  40    ,  54    ,
1463473,07/05/2015,  1    ,  56    ,  81    ,
1478073,07/05/2015,  1    ,  88    ,  133    ,
101462,08/05/2015,  1    ,  76    ,  90    ,
105122,08/05/2015,  1    ,  56    ,  85    ,
105426,08/05/2015,  1    ,  76    ,  90    ,
1125039,08/05/2015,  1    ,  76    ,  90    ,
1125040,08/05/2015,  1    ,  76    ,  90    ,
1125726,08/05/2015,  1    ,  91    ,  100    ,
1135618,08/05/2015,  2    ,  74    ,  92    ,
1136014,08/05/2015,  1    ,  79    ,  96    ,
1136017,08/05/2015,  5    ,  184    ,  263    ,
1136019,08/05/2015,  1    ,  49    ,  68    ,
1136020,08/05/2015,  1    ,  56    ,  75    ,
1139627,08/05/2015,  1    ,  72    ,  95    ,
1141327,08/05/2015,  1    ,  91    ,  100    ,
1141563,08/05/2015,  2    ,  140    ,  193    ,
1141565,08/05/2015,  1    ,  76    ,  90    ,
1143361,08/05/2015,  1    ,  40    ,  46    ,
1143366,08/05/2015,  1    ,  76    ,  90    ,
1144844,08/05/2015,  1    ,  72    ,  95    ,
1145004,08/05/2015,  1    ,  91    ,  104    ,
1145005,08/05/2015,  1    ,  49    ,  85    ,
1145299,08/05/2015,  2    ,  56    ,  86    ,
1145346,08/05/2015,  1    ,  90    ,  115    ,
1145347,08/05/2015,  1    ,  40    ,  57    ,
1145538,08/05/2015,  1    ,  40    ,  57    ,
1145678,08/05/2015,  2    ,  63    ,  81    ,
1147091,08/05/2015,  1    ,  124    ,  151    ,
1147528,08/05/2015,  1    ,  64    ,  80    ,
1149642,08/05/2015,  2    ,  79    ,  100    ,
1151738,08/05/2015,  2    ,  66    ,  94    ,
1153456,08/05/2015,  2    ,  63    ,  81    ,
1153460,08/05/2015,  2    ,  61    ,  99    ,
1153461,08/05/2015,  1    ,  88    ,  140    ,
1153518,08/05/2015,  1    ,  76    ,  90    ,
1153519,08/05/2015,  2    ,  88    ,  102    ,
1153524,08/05/2015,  1    ,  90    ,  115    ,
1153526,08/05/2015,  1    ,  76    ,  90    ,
1153527,08/05/2015,  4    ,  83    ,  105    ,
1153528,08/05/2015,  1    ,  91    ,  100    ,
1153531,08/05/2015,  1    ,  79    ,  127    ,
1156658,08/05/2015,  1    ,  116    ,  129    ,
1170701,08/05/2015,  1    ,  76    ,  90    ,
1171771,08/05/2015,  1    ,  60    ,  84    ,
1172591,08/05/2015,  1    ,  60    ,  80    ,
1172838,08/05/2015,  1    ,  54    ,  68    ,
1176680,08/05/2015,  1    ,  64    ,  100    ,
1178750,08/05/2015,  1    ,  64    ,  100    ,
1181434,08/05/2015,  3    ,  99    ,  119    ,
1184404,08/05/2015,  1    ,  40    ,  57    ,
1204518,08/05/2015,  1    ,  76    ,  90    ,
1225745,08/05/2015,  2    ,  66    ,  87    ,
1232876,08/05/2015,  1    ,  55    ,  99    ,
1271440,08/05/2015,  1    ,  91    ,  100    ,
1276755,08/05/2015,  1    ,  91    ,  100    ,
1287824,08/05/2015,  1    ,  64    ,  80    ,
1294702,08/05/2015,  1    ,  91    ,  100    ,
1295811,08/05/2015,  1    ,  55    ,  99    ,
1310523,08/05/2015,  2    ,  60    ,  87    ,
1319605,08/05/2015,  1    ,  40    ,  57    ,
1340370,08/05/2015,  2    ,  74    ,  92    ,
1356241,08/05/2015,  1    ,  56    ,  75    ,
